subject,TRIAL_INDEX,sentences,item,condition,compound_noun,plausibility,predictability,Whose,predictability_binary,log_predictability,TOTAL_DURATION,FIRST_FIXATION_DURATION,GAZE_DURATION,FIRST_PASS_REGRESSION,REGRESSION_PATH_DURATION,region
257,77,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,517,175,355,0,355,n1
257,79,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,327,167,167,0,167,n1
257,82,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,745,164,164,0,164,n1
257,88,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,487,286,487,0,487,n1
257,89,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,255,255,255,1,581,n1
257,94,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,396,396,396,0,396,n1
257,103,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,216,216,216,0,216,n1
257,109,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,605,238,443,1,982,n1
257,110,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,628,393,393,0,393,n1
257,114,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,283,283,283,0,283,n1
257,119,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,351,351,351,0,351,n1
257,125,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,226,226,226,0,226,n1
257,129,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,299,299,299,0,299,n1
259,23,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,541,280,280,0,280,n1
259,26,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,212,212,212,0,212,n1
259,42,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,246,246,246,0,246,n1
259,43,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,240,240,240,0,240,n1
259,44,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,241,241,241,0,241,n1
259,46,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,273,273,273,0,273,n1
259,53,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,496,253,253,0,253,n1
259,69,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,368,368,368,0,368,n1
259,70,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,183,183,183,0,183,n1
259,74,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,342,154,154,1,1509,n1
259,83,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,235,235,235,0,235,n1
259,85,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,767,121,121,1,775,n1
259,87,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,319,319,319,0,319,n1
259,91,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,239,239,239,0,239,n1
259,99,*Jimmy picked up the* peanut* butter* after he* finished working.*,7,Plausible,peanut butter,5.73913,0.2757128,Ours,High,-1.288395534754074,176,176,176,0,176,n1
259,107,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,139,139,139,0,139,n1
259,111,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,185,185,185,0,185,n1
259,120,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,225,225,225,0,225,n1
259,130,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,353,145,145,1,1141,n1
259,136,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,270,270,270,0,270,n1
259,138,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,200,200,200,0,200,n1
260,8,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,267,267,267,1,480,n1
260,9,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,691,197,691,0,691,n1
260,10,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,178,178,178,0,178,n1
260,18,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,429,266,429,0,429,n1
260,25,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,279,279,279,0,279,n1
260,26,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,186,186,186,0,186,n1
260,27,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,165,165,165,0,165,n1
260,32,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,456,212,212,0,212,n1
260,35,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,194,194,194,0,194,n1
260,38,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,155,155,155,0,155,n1
260,46,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,599,251,251,0,251,n1
260,50,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,296,296,296,0,296,n1
260,55,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,237,237,237,0,237,n1
260,62,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,252,252,252,0,252,n1
260,67,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,542,159,159,0,159,n1
260,71,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,175,175,175,0,175,n1
260,77,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,251,251,251,1,549,n1
260,78,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,583,195,454,0,454,n1
260,81,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,407,167,167,0,167,n1
260,86,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,398,398,398,0,398,n1
260,87,"*Due to her difficulty of breathing, Jamie was really worried about having* lung* cancer* because it* is hard to treat.*",24,Implausible,lung cancer,3.32,0.1379383,Ours,High,-1.9809487952538625,300,300,300,1,494,n1
260,91,*The contractor ordered the* kitchen* fixtures* after the* renovation.*,76,Implausible,kitchen fixtures,3.304348,1.37e-4,Staubs,Low,-8.89552963213615,249,249,249,0,249,n1
260,94,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,203,203,203,0,203,n1
260,103,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,432,277,432,0,432,n1
260,108,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,471,259,259,1,394,n1
260,112,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,373,373,373,0,373,n1
260,113,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,258,258,258,0,258,n1
260,123,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,239,239,239,0,239,n1
260,132,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,167,167,167,0,167,n1
260,133,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,84,84,84,0,84,n1
260,136,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,422,422,422,0,422,n1
261,13,*The hardest part about painting my car is the* steering* wheel* is oddly* shaped.*,2,Implausible,steering wheel,2.217391,0.5464651,Ours,High,-0.6042848343379513,305,118,118,1,1759,n1
261,15,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,710,373,710,0,710,n1
261,16,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,184,184,184,0,184,n1
261,20,*Evan said that he shouldn't have eaten all his* junk* food* since now* he feels bad.*,42,Implausible,junk food,3.125,0.105548352,Ours,High,-2.2485861182630384,130,130,130,0,130,n1
261,22,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,374,211,374,0,374,n1
261,23,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,510,87,87,0,87,n1
261,25,*I read that John was arrested for* insider* trading* that cost* one company millions of dollars.*,10,Implausible,insider trading,3.173913,0.2203773,Ours,High,-1.512414201563035,287,287,287,0,287,n1
261,28,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,314,314,314,0,314,n1
261,31,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,264,264,264,0,264,n1
261,37,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,171,171,171,0,171,n1
261,44,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,383,383,383,0,383,n1
261,46,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,286,131,131,0,131,n1
261,53,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,327,139,139,1,780,n1
261,54,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,198,198,198,0,198,n1
261,57,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,286,286,286,0,286,n1
261,61,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,187,187,187,0,187,n1
261,65,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,763,175,425,0,425,n1
261,67,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,248,248,248,0,248,n1
261,68,*The astronaut landed on the* surface* crater* that had* been rumored to exist.*,83,Plausible,surface crater,5.28,2.86e-6,Staubs,Low,-12.764688933132513,203,203,203,0,203,n1
