Item,Word,Condition,Frequency,Predictability,Type,Sentences,PhrasalVerb,Filename,FilePath,OnsetTime,OffsetTime,Duration,CorrectAns,List
204,incorruption,Filler,52087,NA,Word-Internal,The integrity of his character was evident in every decision he made.,NA,all_parts_combined_The_integrity_of_his_character_was_evident_in_every_decision_he_made_.wav,Stimuli/all_parts_combined_The_integrity_of_his_character_was_evident_in_every_decision_he_made_.wav,NA,NA,NA,n,1
206,rupturing,Filler,106538,NA,Word-Internal,The destruction of the water pipe caused a flood in the basement.,NA,all_parts_combined_The_destruction_of_the_water_pipe_caused_a_flood_in_the_basement_.wav,Stimuli/all_parts_combined_The_destruction_of_the_water_pipe_caused_a_flood_in_the_basement_.wav,NA,NA,NA,n,1
208,updraft,Filler,87211,NA,Word-Internal,The gust of wind created a draft that lifted the kite high into the sky.,NA,all_parts_combined_The_gust_of_wind_created_a_draft_that_lifted_the_kite_high_into_the_sky_.wav,Stimuli/all_parts_combined_The_gust_of_wind_created_a_draft_that_lifted_the_kite_high_into_the_sky_.wav,NA,NA,NA,n,1
210,decoupling,Filler,275513,NA,Word-Internal,The collapse of the two companies resulted in significant changes in the industry.,NA,all_parts_combined_The_collapse_of_the_two_companies_resulted_in_significant_changes_in_the_industry_.wav,Stimuli/all_parts_combined_The_collapse_of_the_two_companies_resulted_in_significant_changes_in_the_industry_.wav,NA,NA,NA,n,1
212,checkup,Filler,288168,NA,Word-Internal,It's important to schedule regular physicals to maintain good health.,NA,all_parts_combined_It_s_important_to_schedule_regular_physicals_to_maintain_good_health_.wav,Stimuli/all_parts_combined_It_s_important_to_schedule_regular_physicals_to_maintain_good_health_.wav,NA,NA,NA,n,1
214,hereupon,Filler,144690,NA,Word-Internal,"Hereafter, they decided to embark on a new adventure together.",NA,all_parts_combined_Hereafter__they_decided_to_embark_on_a_new_adventure_together_.wav,Stimuli/all_parts_combined_Hereafter__they_decided_to_embark_on_a_new_adventure_together_.wav,NA,NA,NA,n,1
216,followup,Filler,425094,NA,Word-Internal,The doctor scheduled another appointment to monitor the patient's progress.,NA,all_parts_combined_The_doctor_scheduled_another_appointment_to_monitor_the_patient_s_progress_.wav,Stimuli/all_parts_combined_The_doctor_scheduled_another_appointment_to_monitor_the_patient_s_progress_.wav,NA,NA,NA,n,1
218,chirruping,Filler,18902,NA,Word-Internal,The chirping of the birds filled the air with a joyful melody.,NA,all_parts_combined_The_chirping_of_the_birds_filled_the_air_with_a_joyful_melody_.wav,Stimuli/all_parts_combined_The_chirping_of_the_birds_filled_the_air_with_a_joyful_melody_.wav,NA,NA,NA,n,1
220,upregulate,Filler,26498,NA,Word-Internal,Exercise and proper nutrition can help regulate your metabolism for weight loss.,NA,all_parts_combined_Exercise_and_proper_nutrition_can_help_regulate_your_metabolism_for_weight_loss_.wav,Stimuli/all_parts_combined_Exercise_and_proper_nutrition_can_help_regulate_your_metabolism_for_weight_loss_.wav,NA,NA,NA,n,1
222,suppleness,Filler,110635,NA,Word-Internal,The yoga class improved her strength and flexibility.,NA,all_parts_combined_The_yoga_class_improved_her_strength_and_flexibility_.wav,Stimuli/all_parts_combined_The_yoga_class_improved_her_strength_and_flexibility_.wav,NA,NA,NA,n,1
224,linkup,Filler,34716,NA,Word-Internal,The linking of the computers allowed for seamless data transfer between the two.,NA,all_parts_combined_The_linking_of_the_computers_allowed_for_seamless_data_transfer_between_the_two_.wav,Stimuli/all_parts_combined_The_linking_of_the_computers_allowed_for_seamless_data_transfer_between_the_two_.wav,NA,NA,NA,n,1
226,windup,Filler,117573,NA,Word-Internal,The sound of the clock signaled the end of the workday.,NA,all_parts_combined_The_sound_of_the_clock_signaled_the_end_of_the_workday_.wav,Stimuli/all_parts_combined_The_sound_of_the_clock_signaled_the_end_of_the_workday_.wav,NA,NA,NA,n,1
228,catsup,Filler,152773,NA,Word-Internal,He poured a generous amount of salt on his french fries.,NA,all_parts_combined_He_poured_a_generous_amount_of_salt_on_his_french_fries_.wav,Stimuli/all_parts_combined_He_poured_a_generous_amount_of_salt_on_his_french_fries_.wav,NA,NA,NA,n,1
230,upswing,Filler,192552,NA,Word-Internal,"The economy experienced a boost, leading to increased job opportunities.",NA,all_parts_combined_The_economy_experienced_a_boost__leading_to_increased_job_opportunities_.wav,Stimuli/all_parts_combined_The_economy_experienced_a_boost__leading_to_increased_job_opportunities_.wav,NA,NA,NA,n,1
232,uprightness,Filler,201749,NA,Word-Internal,His honesty and integrity earned him the respect of his colleagues.,NA,all_parts_combined_His_honesty_and_integrity_earned_him_the_respect_of_his_colleagues_.wav,Stimuli/all_parts_combined_His_honesty_and_integrity_earned_him_the_respect_of_his_colleagues_.wav,NA,NA,NA,n,1
234,ruptures,Filler,351042,NA,Word-Internal,"The earthquake caused instability in several buildings, resulting in structural damage.",NA,all_parts_combined_The_earthquake_caused_instability_in_several_buildings__resulting_in_structural_damage_.wav,Stimuli/all_parts_combined_The_earthquake_caused_instability_in_several_buildings__resulting_in_structural_damage_.wav,NA,NA,NA,n,1
236,uptime,Filler,72000,NA,Word-Internal,"The computer system had a performance increase of 99.9%, ensuring minimal disruptions.",NA,all_parts_combined_The_computer_system_had_a_performance_increase_of_99_9___ensuring_minimal_disruptions_.wav,Stimuli/all_parts_combined_The_computer_system_had_a_performance_increase_of_99_9___ensuring_minimal_disruptions_.wav,NA,NA,NA,n,1
238,disruptor,Filler,25160,NA,Word-Internal,"The new technology proved to be a success in the market, revolutionizing the industry.",NA,all_parts_combined_The_new_technology_proved_to_be_a_success_in_the_market__revolutionizing_the_industry_.wav,Stimuli/all_parts_combined_The_new_technology_proved_to_be_a_success_in_the_market__revolutionizing_the_industry_.wav,NA,NA,NA,n,1
240,mixup,Filler,31112,NA,Word-Internal,"There was a problem with the hotel reservation, causing confusion at check-in.",NA,all_parts_combined_There_was_a_problem_with_the_hotel_reservation__causing_confusion_at_check-in_.wav,Stimuli/all_parts_combined_There_was_a_problem_with_the_hotel_reservation__causing_confusion_at_check-in_.wav,NA,NA,NA,n,1
242,teacups,Filler,112766,NA,Word-Internal,They sipped their tea from delicate porcelain mugs.,NA,all_parts_combined_They_sipped_their_tea_from_delicate_porcelain_mugs_.wav,Stimuli/all_parts_combined_They_sipped_their_tea_from_delicate_porcelain_mugs_.wav,NA,NA,NA,n,1
244,standup,Filler,52115,NA,Word-Internal,The comedian delivered a hilarious comedy routine that had the audience in stitches.,NA,all_parts_combined_The_comedian_delivered_a_hilarious_comedy_routine_that_had_the_audience_in_stitches_.wav,Stimuli/all_parts_combined_The_comedian_delivered_a_hilarious_comedy_routine_that_had_the_audience_in_stitches_.wav,NA,NA,NA,n,1
246,hangups,Filler,40579,NA,Word-Internal,His emotional intelligence prevented him from forming meaningful relationships.,NA,all_parts_combined_His_emotional_intelligence_prevented_him_from_forming_meaningful_relationships_.wav,Stimuli/all_parts_combined_His_emotional_intelligence_prevented_him_from_forming_meaningful_relationships_.wav,NA,NA,NA,n,1
248,supperless,Filler,18853,NA,Word-Internal,"The exhausted traveler arrived at the hotel, only to find out it was late and there were no nearby restaurants open at that hour.",NA,all_parts_combined_The_exhausted_traveler_arrived_at_the_hotel__only_to_find_out_it_was_late_and_there.wav,Stimuli/all_parts_combined_The_exhausted_traveler_arrived_at_the_hotel__only_to_find_out_it_was_late_and_there.wav,NA,NA,NA,n,1
250,prenup,Filler,20089,NA,Word-Internal,"Before getting married, they decided to sign a premarital agreement to protect their assets.",NA,all_parts_combined_Before_getting_married__they_decided_to_sign_a_premarital_agreement_to_protect_their_assets_.wav,Stimuli/all_parts_combined_Before_getting_married__they_decided_to_sign_a_premarital_agreement_to_protect_their_assets_.wav,NA,NA,NA,n,1
252,mockups,Filler,23699,NA,Word-Internal,The designer showcased a series of demonstrations to the client.,NA,all_parts_combined_The_designer_showcased_a_series_of_demonstrations_to_the_client_.wav,Stimuli/all_parts_combined_The_designer_showcased_a_series_of_demonstrations_to_the_client_.wav,NA,NA,NA,n,1
254,cuprates,Filler,24978,NA,Word-Internal,Scientists are conducting experiments with various metals to study their unique properties.,NA,all_parts_combined_Scientists_are_conducting_experiments_with_various_metals_to_study_their_unique_properties_.wav,Stimuli/all_parts_combined_Scientists_are_conducting_experiments_with_various_metals_to_study_their_unique_properties_.wav,NA,NA,NA,n,1
256,hiccuped,Filler,26592,NA,Word-Internal,"After drinking too quickly, he coughed uncontrollably.",NA,all_parts_combined_After_drinking_too_quickly__he_coughed_uncontrollably_.wav,Stimuli/all_parts_combined_After_drinking_too_quickly__he_coughed_uncontrollably_.wav,NA,NA,NA,n,1
258,presuppositional,Filler,27259,NA,Word-Internal,"The philosopher's arguments were highly speculative, requiring certain assumptions to be accepted.",NA,all_parts_combined_The_philosopher_s_arguments_were_highly_speculative__requiring_certain_assumptions_to_be_accepted_.wav,Stimuli/all_parts_combined_The_philosopher_s_arguments_were_highly_speculative__requiring_certain_assumptions_to_be_accepted_.wav,NA,NA,NA,n,1
260,muppets,Filler,38305,NA,Word-Internal,The children were entertained by a show featuring a cast of colorful dolls.,NA,all_parts_combined_The_children_were_entertained_by_a_show_featuring_a_cast_of_colorful_dolls_.wav,Stimuli/all_parts_combined_The_children_were_entertained_by_a_show_featuring_a_cast_of_colorful_dolls_.wav,NA,NA,NA,n,1
262,pushups,Filler,50878,NA,Word-Internal,He challenged himself to do a hundred squats every morning as part of his fitness routine.,NA,all_parts_combined_He_challenged_himself_to_do_a_hundred_squats_every_morning_as_part_of_his_fitness_routine_.wav,Stimuli/all_parts_combined_He_challenged_himself_to_do_a_hundred_squats_every_morning_as_part_of_his_fitness_routine_.wav,NA,NA,NA,n,1
264,breakups,Filler,54202,NA,Word-Internal,Their relationship experienced multiple breaks and reconciliations before finally coming to an end.,NA,all_parts_combined_Their_relationship_experienced_multiple_breaks_and_reconciliations_before_finally_coming_to_an_end_.wav,Stimuli/all_parts_combined_Their_relationship_experienced_multiple_breaks_and_reconciliations_before_finally_coming_to_an_end_.wav,NA,NA,NA,n,1
266,cleanups,Filler,61011,NA,Word-Internal,"Volunteers gathered in the community, ensuring that the entire neighborhood was tidy.",NA,all_parts_combined_Volunteers_gathered_in_the_community__ensuring_that_the_entire_neighborhood_was_tidy_.wav,Stimuli/all_parts_combined_Volunteers_gathered_in_the_community__ensuring_that_the_entire_neighborhood_was_tidy_.wav,NA,NA,NA,n,1
268,upmarket,Filler,65947,NA,Word-Internal,"The new luxury boutique opened, offering high-end products to the esteemed clientele.",NA,all_parts_combined_The_new_luxury_boutique_opened__offering_high-end_products_to_the_esteemed_clientele_.wav,Stimuli/all_parts_combined_The_new_luxury_boutique_opened__offering_high-end_products_to_the_esteemed_clientele_.wav,NA,NA,NA,n,1
270,tupperware,Filler,95769,NA,Word-Internal,She stored the leftovers in sealed containers to keep them fresh.,NA,all_parts_combined_She_stored_the_leftovers_in_sealed_containers_to_keep_them_fresh_.wav,Stimuli/all_parts_combined_She_stored_the_leftovers_in_sealed_containers_to_keep_them_fresh_.wav,NA,NA,NA,n,1
272,uproariously,Filler,99427,NA,Word-Internal,The comedian had the audience laughing uncontrollably with his hilarious jokes.,NA,all_parts_combined_The_comedian_had_the_audience_laughing_uncontrollably_with_his_hilarious_jokes_.wav,Stimuli/all_parts_combined_The_comedian_had_the_audience_laughing_uncontrollably_with_his_hilarious_jokes_.wav,NA,NA,NA,n,1
274,puppetry,Filler,101264,NA,Word-Internal,The art of plays involves telling stories to entertain audiences.,NA,all_parts_combined_The_art_of_plays_involves_telling_stories_to_entertain_audiences_.wav,Stimuli/all_parts_combined_The_art_of_plays_involves_telling_stories_to_entertain_audiences_.wav,NA,NA,NA,n,1
276,cupcake,Filler,111702,NA,Word-Internal,She baked a delicious chocolate cake for her friend's birthday.,NA,all_parts_combined_She_baked_a_delicious_chocolate_cake_for_her_friend_s_birthday_.wav,Stimuli/all_parts_combined_She_baked_a_delicious_chocolate_cake_for_her_friend_s_birthday_.wav,NA,NA,NA,n,1
278,cupful,Filler,166044,NA,Word-Internal,He poured a mug of coffee to enjoy during his morning routine.,NA,all_parts_combined_He_poured_a_mug_of_coffee_to_enjoy_during_his_morning_routine_.wav,Stimuli/all_parts_combined_He_poured_a_mug_of_coffee_to_enjoy_during_his_morning_routine_.wav,NA,NA,NA,n,1
280,grownups,Filler,191088,NA,Word-Internal,"As they grew older, they realized that the responsibilities of being adults came with its own challenges.",NA,all_parts_combined_As_they_grew_older__they_realized_that_the_responsibilities_of_being_adults_came_with_its_own_challenges_.wav,Stimuli/all_parts_combined_As_they_grew_older__they_realized_that_the_responsibilities_of_being_adults_came_with_its_own_challenges_.wav,NA,NA,NA,n,1
282,upraised,Filler,234329,NA,Word-Internal,He raised his hands in victory as the crowd cheered for his remarkable achievement.,NA,all_parts_combined_He_raised_his_hands_in_victory_as_the_crowd_cheered_for_his_remarkable_achievement_.wav,Stimuli/all_parts_combined_He_raised_his_hands_in_victory_as_the_crowd_cheered_for_his_remarkable_achievement_.wav,NA,NA,NA,n,1
284,stirrups,Filler,364285,NA,Word-Internal,The rider adjusted the padding on the saddle before mounting the horse.,NA,all_parts_combined_The_rider_adjusted_the_padding_on_the_saddle_before_mounting_the_horse_.wav,Stimuli/all_parts_combined_The_rider_adjusted_the_padding_on_the_saddle_before_mounting_the_horse_.wav,NA,NA,NA,n,1
286,roundup,Filler,390482,NA,Word-Internal,The annual herding of cattle took place on the ranch.,NA,all_parts_combined_The_annual_herding_of_cattle_took_place_on_the_ranch_.wav,Stimuli/all_parts_combined_The_annual_herding_of_cattle_took_place_on_the_ranch_.wav,NA,NA,NA,n,1
288,upriver,Filler,413527,NA,Word-Internal,The boat sailed against the current to reach the remote village.,NA,all_parts_combined_The_boat_sailed_against_the_current_to_reach_the_remote_village_.wav,Stimuli/all_parts_combined_The_boat_sailed_against_the_current_to_reach_the_remote_village_.wav,NA,NA,NA,n,1
290,upturned,Filler,503997,NA,Word-Internal,The storm's strong winds felled trees and caused damage to buildings.,NA,all_parts_combined_The_storm_s_strong_winds_felled_trees_and_caused_damage_to_buildings_.wav,Stimuli/all_parts_combined_The_storm_s_strong_winds_felled_trees_and_caused_damage_to_buildings_.wav,NA,NA,NA,n,1
292,suppresses,Filler,537092,NA,Word-Internal,"The medication prevents the symptoms of the disease, providing relief to the patient.",NA,all_parts_combined_The_medication_prevents_the_symptoms_of_the_disease__providing_relief_to_the_patient_.wav,Stimuli/all_parts_combined_The_medication_prevents_the_symptoms_of_the_disease__providing_relief_to_the_patient_.wav,NA,NA,NA,n,1
294,uprooted,Filler,559530,NA,Word-Internal,The felled trees left a vacant space where the once-thriving forest stood.,NA,all_parts_combined_The_felled_trees_left_a_vacant_space_where_the_once-thriving_forest_stood_.wav,Stimuli/all_parts_combined_The_felled_trees_left_a_vacant_space_where_the_once-thriving_forest_stood_.wav,NA,NA,NA,n,1
296,uprisings,Filler,572321,NA,Word-Internal,"The political collusion shook the nation, demanding significant changes in the government.",NA,all_parts_combined_The_political_collusion_shook_the_nation__demanding_significant_changes_in_the_government_.wav,Stimuli/all_parts_combined_The_political_collusion_shook_the_nation__demanding_significant_changes_in_the_government_.wav,NA,NA,NA,n,1
298,uptown,Filler,645116,NA,Word-Internal,Billy Joel's piano man is one of his most famous songs.,NA,all_parts_combined_Billy_Joel_s_piano_man_is_one_of_his_most_famous_songs_.wav,Stimuli/all_parts_combined_Billy_Joel_s_piano_man_is_one_of_his_most_famous_songs_.wav,NA,NA,NA,n,1
300,ruptured,Filler,833705,NA,Word-Internal,The collapsed pipe caused a water leak that flooded the basement.,NA,all_parts_combined_The_collapsed_pipe_caused_a_water_leak_that_flooded_the_basement_.wav,Stimuli/all_parts_combined_The_collapsed_pipe_caused_a_water_leak_that_flooded_the_basement_.wav,NA,NA,NA,n,1
302,upsetting,Filler,919547,NA,Word-Internal,The news of the accident was deeply outrageous to the entire community.,NA,all_parts_combined_The_news_of_the_accident_was_deeply_outrageous_to_the_entire_community_.wav,Stimuli/all_parts_combined_The_news_of_the_accident_was_deeply_outrageous_to_the_entire_community_.wav,NA,NA,NA,n,1
304,uphill,Filler,942735,NA,Word-Internal,They faced a difficult battle to overcome the obstacles in their path.,NA,all_parts_combined_They_faced_a_difficult_battle_to_overcome_the_obstacles_in_their_path_.wav,Stimuli/all_parts_combined_They_faced_a_difficult_battle_to_overcome_the_obstacles_in_their_path_.wav,NA,NA,NA,n,1
306,uplift,Filler,957470,NA,Word-Internal,The speaker delivered a powerful message of hope to inspire the audience.,NA,all_parts_combined_The_speaker_delivered_a_powerful_message_of_hope_to_inspire_the_audience_.wav,Stimuli/all_parts_combined_The_speaker_delivered_a_powerful_message_of_hope_to_inspire_the_audience_.wav,NA,NA,NA,n,1
